date,Brent_Crude_Oil,WTI_Crude_Oil,Electricity_Price_USA,Heating_Oil_Price_USA,Natural_Gas_Imports_From_Canada_USA,Natural_Gas_Imports_USA,Natural_Gas_Rotary_Rig_Count_USA,Natural_Gas_Total_Consumption_USA,Total_Natural_Gas_Marketed_Production_USA,Total_Natural_Gas_Underground_Storage_Volume_USA,BCOMCL_INDX,BCOMGC_INDX,BCOMHG_INDX,BCOMNG_INDX,CSI300_INDX,DJI_INDX,DXY_INDX,GSPC_INDX,IXIC_INDX,NYA_INDX,USDEUR_FOREX,XAX_INDX,CPI_Energy_Seasonally_Adjusted_USA,CPI_Index_Seasonally_Adjusted_USA,Fed_Fund_Effective_USA,Kilian_Global_Economy_Index_WORLD,PPI_Manufacturing_Sector_USA,PPI_Mining_Sector_USA,CLI_Comp_Bank_Activity_JPN,CLI_Comp_Business_Situation_DEU,CLI_Comp_Business_Situation_KOR,CLI_Comp_Business_Situation_USA,CLI_Comp_Cars_Registrations_Or_Sales_GBR,CLI_Comp_Cars_Registrations_Or_Sales_IND,CLI_Comp_Construction_JPN,CLI_Comp_Construction_Production_CHN,CLI_Comp_Construction_USA,CLI_Comp_Consumer_Confidence_DEU,CLI_Comp_Consumer_Confidence_GBR,CLI_Comp_Consumer_Confidence_USA,CLI_Comp_Consumer_Prices_GBR,CLI_Comp_Demand_Or_Orders_Inflow_Tendency_DEU,CLI_Comp_Export_Orders_Tendency_DEU,CLI_Comp_Finished_Goods_Stocks_Tendency_DEU,CLI_Comp_Hours_JPN,CLI_Comp_Hours_USA,CLI_Comp_Interest_Rate_Spread_DEU,CLI_Comp_Interest_Rate_Spread_JPN,CLI_Comp_Interest_Rate_Spread_KOR,CLI_Comp_Interest_Rate_Spread_USA,CLI_Comp_Inventories_To_Shipments_KOR,CLI_Comp_Monetary_Aggregates_IND,CLI_Comp_Net_Trade_JPN,CLI_Comp_Orders_DEU,CLI_Comp_Orders_USA,CLI_Comp_Production_Of_Goods_IND,CLI_Comp_Production_Of_Nonmetallic_Products_IND,CLI_Comp_Production_Tendency_GBR,CLI_Comp_Sales_Expectations_JPN,CLI_Comp_Services_Demand_Expectations_DEU,CLI_Comp_Share_Prices_GBR,CLI_Comp_Share_Prices_IND,CLI_Comp_Share_Prices_JPN,CLI_Comp_Share_Prices_KOR,CLI_Comp_Share_Prices_USA,CLI_Comp_Short_Term_Interest_Rate_GBR,CLI_Comp_Short_Term_Interest_Rate_IND,CLI_Comp_Stocks_JPN,CLI_Comp_Stocks_KOR,CLI_Comp_Terms_Of_Trade_KOR,Composite_Leading_Indicator_CHN,Composite_Leading_Indicator_DEU,Composite_Leading_Indicator_GBR,Composite_Leading_Indicator_IND,Composite_Leading_Indicator_JPN,Composite_Leading_Indicator_KOR,Composite_Leading_Indicator_USA,Comprehensive_PMI,Construction_PMI,M_PMI_Comp_Employment,M_PMI_Comp_Expected_Production_and_Business_Activities,M_PMI_Comp_Finished_Goods_Inventory,M_PMI_Comp_Import,M_PMI_Comp_In_Hand_Orders,M_PMI_Comp_Main_Raw_Material_Purchase_Price,M_PMI_Comp_New_Export_Orders,M_PMI_Comp_New_Orders,M_PMI_Comp_Producer_Prices,M_PMI_Comp_Production,M_PMI_Comp_Purchasing_Volume,M_PMI_Comp_Raw_Materials_Inventory,M_PMI_Comp_Supplier_Delivery_Time,Manufacturing_PMI,NM_PMI_Comp_Charge_Price,NM_PMI_Comp_Employment,NM_PMI_Comp_Expected_Business_Activities,NM_PMI_Comp_In_Hand_Orders,NM_PMI_Comp_Intermediate_Input_Price,NM_PMI_Comp_Inventory,NM_PMI_Comp_New_Export_Orders,NM_PMI_Comp_New_Orders,NM_PMI_Comp_Supplier_Delivery_Time,Non_Manufacturing_PMI,Services_PMI,Chemical_Fertilizers_Manufactured_(actual_weight)_Accumulated_YoY,Crude_Steel_Accumulated_YoY,Real_Estate_Floor_Space_of_Commercialized_Buildings_Sold_Accumulated_YoY,Motor_Vehicles_Accumulated_YoY,EU_Aggregated_Gas_Storage_Inventory,EU_Aggregated_LNG_System_Inventory,high_temperature,low_temperature,Natural_Gas_US_Henry_Hub_Gas
2005-09-30,61.7,66.21,8.68,,293028,345907,1236,1422500,1400940,7136420,510.052,72.04,189.24,107241,917.39,10568.7,89.52,1228.81,2151.69,7632.98,0.8311,1736.89,208.2,198.8,3.62,56.8525,154.2,233.1,98.9577,99.7906,99.9833,100.545,99.8736,100.037,101.359,45.4478,102.47,99.9331,100.338,99.8481,99.6027,100.007,100.38,100.257,100.207,99.9001,100.046,100.327,100.633,99.0994,99.9652,99.7839,100.447,100.101,100.89,98.5871,99.5085,99.7237,100.35,99.8257,100.151,100.425,100.545,100.366,100.334,99.6306,99.9426,99.8083,98.5606,99.9589,100.351,100.046,100.116,99.2284,100.952,100.872,100.581,,,51.3,,45.8,54.3,49.4,52.8,57.2,58.4,,61,58.1,48,51.5,55.1,,,,,,,,,,,,7.346491228,31.4883776,90.78113154,13.02915082,,,91,49,12.5315
2005-10-31,58.47,59.8,8.37,2.638,305823,366305,1256,1428230,1475620,7400320,465.019,71.22,198.39,90986.5,876.28,10440.1,90.07,1207.01,2120.3,7433.12,0.8341,1656.62,205.9,199.1,3.78,68.8532,156.6,254.3,99.083,99.9958,100.128,100.625,99.9456,99.9954,101.36,50.2141,102.569,100.114,100.297,99.7444,99.4933,100.26,100.554,100.165,100.29,100.227,100.037,100.457,100.766,98.9951,100.092,99.8913,100.31,100.272,101.135,98.513,99.5645,99.7698,100.6,100.018,100.312,100.493,101.06,100.598,100.431,99.6239,100.047,99.7999,98.682,99.9834,100.322,100.285,100.173,99.2328,101.1,101.046,100.735,,,50.1,,46.2,52,48.4,50.8,55.1,58.1,,59.7,58.4,45.5,52,54.1,,,,,,,,,,,,8.319909794,30.88996395,90.27638094,15.1004387,,,80,33,13.6338
2005-11-30,53.25,57.33,8.21,2.456,298722,359387,1228,1663400,1514410,7398300,441.379,75.44,217.72,90597.8,873.83,10805.9,91.57,1249.48,2232.82,7645.28,0.8482,1689.8,191,198.1,4,61.4566,152.7,247.4,99.2254,100.212,100.289,100.642,100.033,99.964,101.331,49.5009,102.642,100.327,100.277,99.8761,99.3893,100.509,100.744,100.07,100.408,100.51,100.034,100.584,100.821,98.8958,100.198,99.9992,100.187,100.41,101.366,98.4593,99.6326,99.8332,100.828,100.254,100.538,100.563,101.592,100.809,100.563,99.6288,100.155,99.7882,98.9207,99.984,100.309,100.539,100.278,99.2537,101.248,101.141,100.92,,,50.9,,44.8,51.7,48.1,47.9,57.6,58,,58.8,55.6,46.4,52.4,54.1,,,,,,,,,,,,7.938466004,29.49941499,82.87580873,16.15400711,,,70,21,10.3005
2005-12-31,58.34,61.06,8.21,2.424,353390,408522,1220,2326360,1592530,6835370,464.407,78.5,230.84,81861.9,923.45,10717.5,91.17,1248.29,2205.32,7753.95,0.8442,1759.08,187.6,198.1,4.16,50.1538,152.8,234.6,99.385,100.436,100.454,100.606,100.089,99.9428,101.33,48.8132,102.684,100.566,100.289,100.129,99.3056,100.77,100.925,99.9666,100.547,100.756,100.036,100.714,100.786,98.8026,100.262,100.105,100.096,100.508,101.527,98.4303,99.7104,99.9178,100.995,100.55,100.807,100.634,102.078,100.974,100.72,99.6426,100.262,99.7705,99.213,99.9253,100.324,100.807,100.416,99.2917,101.388,101.141,101.095,,,50.4,,44.7,50.9,48.8,49.5,56.4,58.9,,58.7,57,48.1,52.8,54.3,,,,,,,,,,,,8.146378158,28.22694307,45.87173961,18.39522802,,,55,10,13.049
2006-01-31,63.19,67.86,8.31,2.446,319501,360316,1228,2165270,1611000,6573120,509.572,86.31,251.92,67138.4,1009.6,10864.9,88.96,1280.08,2305.82,8106.55,0.8227,1860.83,196.6,199.3,4.29,35.7911,154.1,234.3,99.5613,100.657,100.588,100.544,100.051,99.9315,101.424,54.1372,102.693,100.799,100.334,100.344,99.2611,101.017,101.065,99.8474,100.685,100.988,100.053,100.847,100.677,98.7246,100.274,100.207,100.019,100.582,101.614,98.4277,99.7954,100.024,101.11,100.865,101.086,100.699,102.457,101.062,100.879,99.664,100.361,99.7475,99.5062,99.8038,100.374,101.067,100.555,99.3462,101.517,101.046,101.23,,,48.8,,44.6,49.7,46,54,50.4,55.7,,53.9,55.3,47.4,50.6,52.1,,,,,,,,,,,,,,,,,,60,10,8.685
2006-02-28,59.78,61.37,8.49,2.418,281822,321045,1321,2144380,1450980,6088740,459.04,84.57,248.31,47564.2,1053.01,10993.4,90.11,1280.66,2281.39,8060.61,0.8389,1847.22,194.1,199.4,4.49,43.647,153.5,207.4,99.756,100.854,100.659,100.477,99.9871,99.9292,101.594,54.67,102.664,100.976,100.387,100.455,99.2846,101.231,101.134,99.7152,100.801,101.196,100.086,100.974,100.519,98.6674,100.243,100.301,99.953,100.644,101.666,98.4509,99.886,100.149,101.181,101.128,101.344,100.754,102.7,101.066,101.015,99.6948,100.446,99.7147,99.7102,99.6367,100.465,101.286,100.709,99.4155,101.618,100.888,101.315,,,50.3,,45.9,50.8,48.7,55.4,53.8,55.7,,53.2,54.8,45.7,50.2,52.1,,,,,,,,,,,,6.706257242,19.0437213,105.8152477,43.25699746,,,56,8,7.52526
2006-03-31,66.06,66.25,8.44,2.431,314374,348293,1305,2126370,1631380,5888680,485.41,87.16,280.74,49636.4,1061.09,11109.3,89.73,1294.87,2339.79,8233.2,0.8252,1935.99,192,199.7,4.59,49.8131,155,202,99.9613,101.011,100.636,100.406,99.9085,99.9346,101.774,49.5106,102.602,101.09,100.435,100.477,99.3757,101.394,101.136,99.5721,100.882,101.372,100.124,101.071,100.343,98.6245,100.173,100.387,99.9293,100.711,101.666,98.4984,99.9816,100.283,101.203,101.29,101.548,100.799,102.806,101.003,101.114,99.738,100.521,99.6704,99.766,99.4461,100.593,101.448,100.86,99.4955,101.68,100.7,101.345,,,51.4,,46.8,55.5,53.4,55.1,58.7,60.7,,58.2,59.1,48.9,50.8,55.3,,,,,,,,,,,,9.566003617,18.51747101,82.8593357,37.74403471,,,73,18,6.88
2006-04-30,72.15,71.8,8.56,,273386,332248,1337,1681000,1570550,6143320,518.32,97.23,368.75,44194.2,1172.35,11367.1,86.11,1310.61,2322.57,8471.43,0.7915,2007.83,198.5,200.7,4.79,44.1875,157.2,210.6,100.163,101.117,100.518,100.331,99.8318,99.944,101.966,52.4229,102.515,101.145,100.49,100.431,99.5135,101.488,101.081,99.4186,100.925,101.505,100.146,101.109,100.156,98.5785,100.084,100.462,99.9357,100.798,101.609,98.5682,100.082,100.42,101.182,101.346,101.685,100.832,102.788,100.887,101.168,99.7962,100.592,99.6149,99.6557,99.2631,100.749,101.547,101.001,99.5808,101.7,100.51,101.315,,,50.5,,44.8,57,51.8,63.3,61.7,65.1,,65.1,62.7,47.9,50.9,58.1,,,,,,,,,,,,9.116437014,19.16385845,88.49584461,29.87141444,,,76,33,7.16842
2006-05-31,67.57,71.42,8.71,,283133,350535,1373,1526300,1632140,6511650,502.73,95.48,414.95,41429.7,1365.45,11168.3,84.72,1270.09,2178.88,8189.11,0.7804,1928.36,199.8,201.3,4.94,43.1189,158.5,215.4,100.35,101.18,100.343,100.241,99.7643,99.9546,102.124,49.7646,102.412,101.139,100.535,100.392,99.6604,101.511,100.999,99.2699,100.925,101.589,100.129,101.066,99.9544,98.5104,99.9673,100.526,99.917,100.898,101.541,98.6583,100.186,100.554,101.137,101.317,101.785,100.863,102.667,100.727,101.186,99.8705,100.668,99.5565,99.4046,99.1468,100.902,101.585,101.121,99.6681,101.659,100.342,101.251,,,50.1,,42.9,54.8,50.9,63.4,58.9,61,,58.7,57.5,45.6,51.8,54.8,,,,,,,,,,,,7.604060914,19.48514561,91.22113944,30.02392344,,,83,44,6.23591
2006-06-30,73.2,73.94,9.3,,286389,348095,1376,1550880,1614060,6831980,515.92,90.63,389.53,37536.1,1393.96,11150.2,85.22,1270.2,2172.09,8169.07,0.7818,1928.59,199.8,201.8,4.99,53.7461,159.5,204.2,100.507,101.22,100.18,100.145,99.6952,99.9641,102.242,52.8681,102.298,101.064,100.578,100.456,99.7859,101.507,100.924,99.1308,100.892,101.627,100.061,100.958,99.7456,98.4101,99.8296,100.579,99.9028,101.013,101.494,98.7674,100.294,100.687,101.097,101.229,101.901,100.902,102.513,100.555,101.197,99.9613,100.757,99.4999,99.0787,99.1438,101.013,101.583,101.231,99.7588,101.592,100.228,101.192,,,50.8,,46.8,51.5,50.6,64.1,58,57.3,,58.7,53.9,46.6,50.6,54.1,,,,,,,,,,,,9.867330017,20.9906347,83.28055327,28.03030303,,,92,51.8,6.20364
2006-07-31,74.75,74.56,9.55,,313374,370925,1379,1758730,1650310,6993050,513.09,93.22,414.5,48392.1,1294.33,11185.7,85.3,1276.66,2091.47,8242.12,0.7834,1970.42,207.9,202.9,5.24,64.8944,159.4,211.3,100.622,101.255,100.077,100.049,99.6471,99.9711,102.35,49.7819,102.182,100.948,100.619,100.629,99.8805,101.467,100.882,99.0141,100.84,101.607,99.9435,100.806,99.5366,98.28,99.726,100.621,99.8891,101.149,101.487,98.8939,100.406,100.813,101.076,101.131,102.079,100.962,102.405,100.423,101.254,100.07,100.86,99.4548,98.7459,99.2576,101.08,101.559,101.35,99.8552,101.529,100.197,101.159,,,51.3,,48,50.4,48,60,55.2,54.4,,55.5,52.1,46.8,51.5,52.4,,,,,,,,,,,,7.037168142,21.82366209,65.23364938,25.91749644,,,96,62,6.17316
2006-08-31,67.66,70.38,9.58,,312849,364972,1417,1751680,1656030,7181970,478.9,91.4,406.5,38993,1338.69,11381.2,85.05,1303.82,2183.75,8388.56,0.7809,2022.33,211.9,203.8,5.25,83.5864,159.8,220.4,100.69,101.312,100.056,99.9492,99.6528,99.9747,102.477,51.2128,102.071,100.829,100.669,100.914,99.9558,101.457,100.902,98.915,100.79,101.526,99.7897,100.635,99.34,98.1388,99.6896,100.653,99.8657,101.281,101.564,99.0352,100.52,100.93,101.072,101.026,102.335,101.049,102.372,100.341,101.377,100.198,100.976,99.4216,98.49,99.4819,101.15,101.545,101.51,99.9586,101.491,100.246,101.171,,,50.9,,44.5,49.6,50,59.7,55,57.3,,56,54.9,45.1,51.8,53.1,,,,,,,,,,,,6.670382757,21.19457416,0.583607083,24.11794355,,,98,56,7.13261
2006-09-30,59.09,62.9,9.32,,290227,333514,1429,1462070,1617440,7538550,421.542,87.08,407.03,26633.5,1403.27,11679.1,85.97,1335.85,2258.43,8469.65,0.7892,1906.86,198.1,202.8,5.25,93.3641,156.8,204.8,100.715,101.4,100.084,99.8454,99.7641,99.974,102.583,52.3319,101.969,100.745,100.725,101.31,100.02,101.501,100.986,98.8302,100.769,101.408,99.6251,100.48,99.181,98.0078,99.6873,100.676,99.8245,101.384,101.706,99.1902,100.635,101.044,101.085,100.954,102.666,101.164,102.409,100.301,101.565,100.34,101.101,99.4042,98.3864,99.7692,101.281,101.561,101.737,100.07,101.476,100.318,101.236,,,52.9,,44.7,54.8,53.2,56.7,60.2,62.7,,62,61.7,50.1,52.6,57,,,,,,,,,,,,7.122546448,20.82056987,3.334139655,25.34200493,,,84,46,4.897
2006-10-31,56.13,58.72,8.89,2.387,296395,334016,1441,1644230,1675390,7669210,387.05,87.45,393.51,28557.5,1464.47,12080.7,85.32,1377.94,2366.71,8774.98,0.7834,1965.35,184.1,201.9,5.25,93.7035,155.9,176.1,100.709,101.509,100.112,99.7568,99.92,99.9678,102.625,55.1325,101.881,100.727,100.775,101.746,100.079,101.573,101.098,98.7611,100.798,101.291,99.4773,100.352,99.0729,97.9022,99.6864,100.689,99.7581,101.481,101.831,99.3574,100.748,101.154,101.12,100.955,103.053,101.307,102.508,100.29,101.807,100.493,101.23,99.3933,98.4088,100.034,101.505,101.617,101.997,100.188,101.482,100.366,101.334,,,51.5,,44,52,49.6,53.5,57.4,59.7,,58.2,58.3,47.8,52.2,54.7,,,,,,,,,,,,7.524723028,20.69332236,3.630038473,24.49348044,,,80,37,5.84364
2006-11-30,64.36,62.97,8.63,2.376,290480,339118,1414,1765380,1615320,7622510,403.142,93.17,372.85,31578.2,1714.36,12221.9,82.92,1400.63,2431.77,8969,0.7552,2069.16,184.1,202,5.25,97.7645,156.4,205.5,100.681,101.628,100.123,99.7023,100.098,99.956,102.575,55.0407,101.807,100.804,100.796,102.117,100.144,101.641,101.199,98.717,100.881,101.204,99.3656,100.243,99.0164,97.8267,99.6816,100.694,99.6792,101.599,101.959,99.5351,100.856,101.262,101.172,101.04,103.462,101.474,102.662,100.301,102.079,100.654,101.358,99.3735,98.5399,100.224,101.834,101.713,102.26,100.313,101.502,100.372,101.449,,,50.5,,45.2,52,49.5,55.3,57.1,59.6,,61,59.9,48.8,51.9,55.3,,,,,,,,,,,,7.090196078,20.11188309,6.282122789,19.9603675,,,69,33,7.41
2006-12-31,58.96,60.85,8.55,2.441,328063,383205,1431,2122780,1685060,7280910,386.728,91.04,334.99,22804.6,2041.05,12463.2,83.72,1418.3,2415.29,9139.02,0.7575,2056.43,192.7,203.1,5.24,100.814,156.9,212.2,100.633,101.737,100.146,99.6959,100.278,99.9381,102.43,54.6524,101.747,100.975,100.802,102.38,100.217,101.665,101.253,98.7,101.004,101.172,99.3004,100.154,98.997,97.7845,99.7035,100.691,99.6057,101.755,102.074,99.7207,100.955,101.368,101.218,101.156,103.863,101.664,102.871,100.332,102.357,100.824,101.483,99.344,98.7304,100.327,102.247,101.823,102.514,100.444,101.533,100.36,101.573,,,51,,46.5,52.4,50.3,57.5,55,58.9,,59.2,56.9,49.5,52,54.8,,,,,,,,,,,,8.52700491,19.87050681,8.712710085,20.02275313,,,66.2,21,6.7295
2007-01-31,56.52,58.17,8.71,2.369,335584,393140,1440,2475590,1652470,6599230,360.442,92.97,302.73,26886.5,2385.34,12621.7,84.61,1438.24,2463.93,9254.73,0.7672,2123.71,190.281,203.437,5.25,103.68,156.4,188.2,100.57,101.815,100.206,99.7321,100.44,99.9142,102.222,51.7203,101.696,101.219,100.824,102.516,100.296,101.614,101.26,98.7147,101.139,101.203,99.2754,100.086,99.0013,97.7709,99.7745,100.683,99.5157,101.949,102.17,99.9138,101.043,101.465,101.23,101.304,104.219,101.879,103.104,100.393,102.623,101.003,101.597,99.3133,98.9273,100.349,102.726,101.934,102.743,100.582,101.554,100.366,101.693,,,50.1,,45.5,55,52,55.4,55.2,59.6,,60.3,59.7,50.6,52.6,55.1,49.9,53.2,75.4,42.6,59.3,46.5,52.4,57.3,52.8,60.4,,,,,,,,68,3,6.5855
2007-02-28,59.39,61.78,8.74,2.447,321258,372874,1466,2566990,1513460,5867300,381.496,95.03,319.42,25591.5,2544.57,12268.6,83.57,1406.82,2416.15,9124.54,0.7557,2116.56,192.31,204.226,5.26,102.016,157.7,207.8,100.496,101.863,100.304,99.8114,100.568,99.8848,101.985,52.1503,101.653,101.509,100.9,102.503,100.404,101.507,101.243,98.756,101.255,101.302,99.271,100.034,99.0245,97.774,99.9141,100.671,99.4237,102.166,102.28,100.113,101.118,101.547,101.195,101.436,104.499,102.121,103.319,100.51,102.877,101.189,101.692,99.2883,99.0547,100.292,103.272,102.032,102.952,100.732,101.557,100.427,101.811,,,48.5,,44,51.6,49.1,55.9,53,57.1,,56.6,57.6,47.4,50.6,53.1,50.4,53.1,73.2,43.3,58.8,50.1,55.5,57.9,52.2,60.6,,13.0989548,24.52665649,0.516103438,22.91296625,,,48,9,8.00474
2007-03-31,68.47,65.94,8.8,2.495,308619,401779,1461,2128840,1703080,5849890,398.496,93.63,365.15,26714.7,2781.78,12354.3,82.93,1420.86,2421.64,9261.82,0.7486,2174.9,200.206,205.288,5.26,116.923,160.1,210.6,100.42,101.883,100.408,99.9108,100.666,99.851,101.673,56.3595,101.611,101.8,101.032,102.399,100.526,101.358,101.233,98.8122,101.328,101.46,99.274,100.006,99.0686,97.7915,100.098,100.656,99.2578,102.379,102.415,100.315,101.18,101.602,101.127,101.562,104.681,102.392,103.484,100.694,103.118,101.387,101.766,99.2713,99.0975,100.207,103.897,102.116,103.12,100.894,101.508,100.553,101.932,,,51.9,,45.8,56.4,55.1,58.3,61.5,60.8,,60.7,60.5,50.8,51.7,56.1,49.6,52.5,72.2,42.5,56.9,48.7,54.6,56.9,54.4,58.2,,9.869615448,24.42130383,12.0744795,18.16272966,,,67,5,7.11
2007-04-30,67.23,65.78,8.82,,278700,386837,1461,1810080,1626670,5968610,379.618,95.66,412.48,26661.4,3558.71,13062.9,81.447,1482.37,2525.09,9627.73,0.7329,2195.28,203.307,205.904,5.25,128.407,162.2,214.1,100.348,101.874,100.496,100.012,100.737,99.8137,101.18,57.605,101.565,102.049,101.209,102.261,100.637,101.189,101.229,98.8648,101.356,101.615,99.2754,99.9953,99.1364,97.8258,100.292,100.639,99.0839,102.585,102.549,100.519,101.228,101.634,101.038,101.662,104.764,102.689,103.595,100.954,103.358,101.605,101.81,99.2526,99.0566,100.147,104.511,102.177,103.232,101.071,101.397,100.746,102.048,,,52.4,,46.8,56.3,53.3,64.9,62.3,65.1,,65.5,63.4,50.3,51.9,58.6,50.4,53.7,72.6,43.5,57.9,48.1,54.9,57.2,54.8,60.4,,10.74271351,22.85469855,16.25482085,18.5833968,,,86,28,7.599
2007-05-31,68.18,64.02,8.96,,283124,380213,1464,1559080,1722550,6431710,361.544,92.43,393.81,26392,3927.95,13627.6,82.301,1530.62,2604.52,9978.64,0.7433,2363.21,208.635,206.755,5.25,138.833,163.8,221.1,100.283,101.841,100.565,100.082,100.8,99.7734,100.491,56.7041,101.508,102.201,101.403,102.124,100.717,101.019,101.231,98.9049,101.343,101.745,99.2538,99.9797,99.2163,97.868,100.464,100.624,98.9278,102.791,102.652,100.72,101.26,101.645,100.94,101.731,104.73,103,103.642,101.272,103.571,101.846,101.823,99.2323,98.9721,100.133,104.968,102.208,103.266,101.257,101.226,100.977,102.135,,,51.3,,44.5,51.5,51.5,65.9,57.7,60.4,,60.9,58.5,49.1,51.8,55.7,51.5,52.8,72.6,43.3,60.8,47.6,55.3,57.5,54.3,62.2,,11.20860459,20.24464456,16.60142251,17.29530819,,,92,42,7.64091
2007-06-30,72.22,70.47,9.45,,291209,381470,1483,1555230,1666460,6813790,391.495,90.24,399.97,22185,3764.08,13408.6,81.92,1503.35,2603.23,9873.02,0.7385,2356.38,209.799,207.234,5.25,128.41,163.7,222.6,100.227,101.793,100.624,100.103,100.864,99.7302,99.6914,58.5318,101.438,102.216,101.57,101.974,100.756,100.845,101.238,98.9402,101.311,101.851,99.1878,99.9335,99.281,97.9064,100.6,100.614,98.7545,102.971,102.741,100.914,101.275,101.636,100.862,101.756,104.576,103.309,103.607,101.608,103.727,102.11,101.816,99.2159,98.8925,100.145,105.15,102.189,103.203,101.441,101.002,101.201,102.181,,,51.3,,47.3,53.6,50.3,62.8,55,57.4,,59.7,56.7,49.1,52,54.5,51.5,53.3,72.2,43.9,59.5,46.7,50.1,56.3,52.9,60,,8.61509434,19.10613125,21.44616697,17.95729354,,,96,50,7.34714
2007-07-31,77.01,78.2,9.64,,314851,418576,1486,1659880,1703240,7123260,431.373,92.43,422.92,19998.1,4460.56,13212,80.77,1455.27,2546.27,9554.5,0.7313,2270.66,209.639,207.603,5.26,141.379,164.9,222.3,100.171,101.743,100.692,100.07,100.926,99.6839,98.9472,55.3781,101.352,102.095,101.698,101.796,100.763,100.669,101.25,98.9857,101.284,101.901,99.0612,99.8384,99.3068,97.9279,100.684,100.607,98.5663,103.113,102.826,101.098,101.274,101.604,100.82,101.728,104.321,103.597,103.468,101.902,103.814,102.387,101.799,99.1969,98.8737,100.133,105.026,102.114,103.053,101.61,100.764,101.357,102.169,,,51.1,,47.5,50.4,48.8,58.9,53.5,56,,55.7,54.1,50.4,51.2,53.3,52.3,52.5,71.4,43.5,61.2,45.2,52.3,55.7,52.5,59.4,,9.286328461,18.16494872,25.00805625,19.13691821,,,92,56,6.22286
2007-08-31,72.29,73.98,9.68,,334705,426534,1492,1896140,1712770,7250170,406.853,92.78,394.16,17884.7,5296.81,13357.7,80.791,1473.99,2596.36,9596.98,0.7337,2248.6,206.412,207.667,5.02,150.573,163,212.5,100.118,101.699,100.751,99.9984,100.991,99.6344,98.4158,58.6235,101.248,101.865,101.779,101.543,100.775,100.519,101.273,99.0487,101.289,101.9,98.8882,99.7087,99.2968,97.9445,100.692,100.604,98.3632,103.268,102.904,101.267,101.256,101.557,100.832,101.647,104.001,103.839,103.236,102.107,103.841,102.655,101.783,99.174,98.9444,100.045,104.698,102.007,102.856,101.75,100.559,101.39,102.094,,,52.1,,45.7,52.3,48.9,63,55.2,56.3,,57.1,56.1,50.3,51.1,54,53.5,53.2,70.7,46.2,62.8,46.7,54.3,57,53.2,61.7,,9.345061836,17.62126339,29.2761418,20.42639594,,,95,56,6.22826
2007-09-30,80.97,81.64,9.43,,317767,361383,1475,1590480,1674740,7548790,453.131,102.05,422.36,19016.8,5580.81,13895.6,77.719,1526.75,2701.5,10039.3,0.7006,2410.19,210.742,208.547,4.94,167.852,163.7,214.3,100.059,101.668,100.768,99.9101,101.084,99.582,98.1763,61.6487,101.128,101.585,101.791,101.235,100.803,100.405,101.3,99.1289,101.346,101.852,98.7102,99.5762,99.2735,97.9808,100.674,100.604,98.1801,103.455,102.985,101.421,101.222,101.493,100.885,101.534,103.654,104.007,102.959,102.217,103.839,102.884,101.778,99.1385,99.1564,99.8467,104.189,101.895,102.646,101.844,100.43,101.283,101.986,,,51.8,,47.4,53.7,51.3,65.6,55.1,60.7,,61.7,59.6,48.4,51.7,56.1,53.6,53.5,70.7,44.8,63.2,47.9,54.7,57.9,53.7,61.9,,11.08677164,17.6028894,32.01006594,21.04133119,,,95,49,6.06895
2007-10-31,89.87,94.16,9.17,2.848,313685,347224,1435,1627790,1733370,7803630,526.46,108.21,402.98,20568.1,5688.54,13930,76.479,1549.38,2859.12,10311.6,0.6905,2530.38,212.386,209.19,4.76,187.259,164.5,228.3,100.008,101.646,100.737,99.8256,101.17,99.527,98.2749,57.8841,100.994,101.301,101.721,100.873,100.849,100.332,101.32,99.2081,101.464,101.774,98.5571,99.4482,99.2425,98.0626,100.654,100.605,98.0231,103.658,103.109,101.557,101.173,101.402,100.958,101.413,103.285,104.071,102.662,102.218,103.787,103.056,101.785,99.0732,99.5764,99.551,103.552,101.798,102.409,101.88,100.395,101.022,101.865,,,52.1,,47.6,51.6,51.2,66.1,53.6,56.4,,54.9,56.2,48.5,51.6,53.2,54.5,53.5,71.8,43.9,66.2,47.4,54.7,57.6,53.3,61.4,,10.97664984,18.02103195,31.34889789,21.10860458,,,85,37,6.73565
2007-11-30,88.71,88.6,8.94,3.204,311065,340607,1451,1834530,1712310,7680210,500.721,106.45,365.23,17342.7,4737.41,13371.7,76.147,1481.14,2660.96,9856.85,0.6834,2359.85,223.814,210.834,4.49,187.769,168,249.3,99.983,101.624,100.671,99.7533,101.238,99.47,98.7012,61.4492,100.845,101.038,101.552,100.472,100.911,100.303,101.326,99.2684,101.627,101.683,98.4339,99.3385,99.1988,98.2065,100.638,100.605,97.9101,103.809,103.271,101.67,101.111,101.28,101.001,101.261,102.884,103.999,102.338,102.103,103.66,103.183,101.803,98.9893,100.177,99.1886,102.89,101.704,102.119,101.842,100.435,100.63,101.736,,,51.2,,48.6,53.3,51.3,70.1,53.8,59.4,,60.1,59.4,50.4,51.6,55.4,53.8,53.8,71.1,42.4,65.5,46.8,55.2,58.2,51.8,60.6,,9.828621649,17.37515693,30.45285695,25.15392702,,,69,22,7.1055
